video_id,student_id,age,gender,major,education,attitude,exam,focus,curiosity,interest,priors,compliance,smartness,family
3,1342,larger than 39 years old,male,Engineering and Technology,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1343,from 32 to 38 years old,female,Natural Sciences,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
3,1344,from 25 to 31 years old,female,Humanities and Arts,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1345,from 32 to 38 years old,female,Natural Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1346,from 32 to 38 years old,female,Health and Life Sciences,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1347,larger than 39 years old,male,Business and Economics,master,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1348,from 32 to 38 years old,others in addition to female or male,Humanities and Arts,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1349,from 18 to 24 years old,others in addition to female or male,Business and Economics,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1350,from 25 to 31 years old,female,Health and Life Sciences,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1351,larger than 39 years old,female,Natural Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1352,from 18 to 24 years old,female,Business and Economics,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1353,larger than 39 years old,male,Natural Sciences,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1354,larger than 39 years old,others in addition to female or male,Natural Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1355,from 25 to 31 years old,female,Humanities and Arts,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1356,larger than 39 years old,female,Health and Life Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1357,from 32 to 38 years old,male,Health and Life Sciences,doctor,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1358,from 32 to 38 years old,male,Social Sciences,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1359,from 25 to 31 years old,male,Social Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
3,1360,from 25 to 31 years old,female,Social Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1361,larger than 39 years old,male,Natural Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1362,larger than 39 years old,others in addition to female or male,Health and Life Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1363,from 25 to 31 years old,others in addition to female or male,Natural Sciences,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
3,1364,larger than 39 years old,female,Business and Economics,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1365,from 32 to 38 years old,male,Engineering and Technology,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1366,from 32 to 38 years old,male,Engineering and Technology,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1367,from 25 to 31 years old,female,Humanities and Arts,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1368,from 18 to 24 years old,male,Business and Economics,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1369,from 32 to 38 years old,others in addition to female or male,Engineering and Technology,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1370,from 18 to 24 years old,male,Business and Economics,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1371,from 18 to 24 years old,female,Business and Economics,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
3,1372,from 32 to 38 years old,others in addition to female or male,Health and Life Sciences,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
3,1373,from 25 to 31 years old,female,Humanities and Arts,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1374,from 25 to 31 years old,female,Engineering and Technology,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1375,larger than 39 years old,others in addition to female or male,Natural Sciences,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1376,from 25 to 31 years old,male,Engineering and Technology,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1377,from 25 to 31 years old,female,Health and Life Sciences,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1378,from 18 to 24 years old,others in addition to female or male,Health and Life Sciences,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1379,from 32 to 38 years old,male,Health and Life Sciences,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1380,from 18 to 24 years old,female,Health and Life Sciences,master,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1381,larger than 39 years old,female,Social Sciences,doctor,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1382,from 18 to 24 years old,male,Humanities and Arts,doctor,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1383,from 32 to 38 years old,female,Humanities and Arts,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1384,from 18 to 24 years old,male,Health and Life Sciences,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1385,larger than 39 years old,female,Business and Economics,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1386,from 18 to 24 years old,female,Business and Economics,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1387,from 32 to 38 years old,female,Health and Life Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
3,1388,from 32 to 38 years old,others in addition to female or male,Humanities and Arts,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1389,larger than 39 years old,female,Social Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1390,larger than 39 years old,others in addition to female or male,Business and Economics,doctor,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1391,larger than 39 years old,male,Social Sciences,master,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1392,larger than 39 years old,female,Humanities and Arts,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1393,from 25 to 31 years old,male,Natural Sciences,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1394,larger than 39 years old,male,Business and Economics,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1395,from 25 to 31 years old,male,Social Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1396,from 32 to 38 years old,female,Humanities and Arts,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1397,from 25 to 31 years old,male,Health and Life Sciences,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1398,from 32 to 38 years old,others in addition to female or male,Business and Economics,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1399,from 25 to 31 years old,female,Humanities and Arts,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1400,from 32 to 38 years old,male,Engineering and Technology,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1401,larger than 39 years old,female,Natural Sciences,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1402,from 25 to 31 years old,female,Humanities and Arts,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1403,from 25 to 31 years old,others in addition to female or male,Business and Economics,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1404,from 25 to 31 years old,female,Social Sciences,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1405,larger than 39 years old,others in addition to female or male,Health and Life Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1406,from 25 to 31 years old,male,Health and Life Sciences,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1407,larger than 39 years old,female,Business and Economics,doctor,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1408,from 25 to 31 years old,others in addition to female or male,Humanities and Arts,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1409,from 32 to 38 years old,male,Engineering and Technology,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1410,larger than 39 years old,others in addition to female or male,Health and Life Sciences,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1411,from 18 to 24 years old,others in addition to female or male,Health and Life Sciences,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1412,larger than 39 years old,female,Health and Life Sciences,doctor,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1413,larger than 39 years old,female,Social Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1414,from 18 to 24 years old,female,Health and Life Sciences,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1415,larger than 39 years old,others in addition to female or male,Social Sciences,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1416,larger than 39 years old,female,Natural Sciences,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1417,from 18 to 24 years old,others in addition to female or male,Social Sciences,doctor,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1418,larger than 39 years old,male,Engineering and Technology,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1419,from 18 to 24 years old,female,Business and Economics,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1420,from 25 to 31 years old,male,Engineering and Technology,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1421,from 18 to 24 years old,female,Humanities and Arts,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1422,larger than 39 years old,female,Health and Life Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
4,1423,from 32 to 38 years old,others in addition to female or male,Social Sciences,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
4,1424,larger than 39 years old,male,Health and Life Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
4,1425,from 25 to 31 years old,male,Natural Sciences,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
4,1426,from 18 to 24 years old,female,Business and Economics,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
4,1427,from 25 to 31 years old,female,Business and Economics,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
4,1428,from 18 to 24 years old,female,Social Sciences,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
4,1429,from 32 to 38 years old,others in addition to female or male,Business and Economics,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
4,1430,from 25 to 31 years old,female,Engineering and Technology,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
4,1431,from 18 to 24 years old,female,Engineering and Technology,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
4,1432,from 32 to 38 years old,male,Business and Economics,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
4,1433,from 18 to 24 years old,others in addition to female or male,Engineering and Technology,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
4,1434,from 32 to 38 years old,others in addition to female or male,Humanities and Arts,doctor,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
4,1435,from 25 to 31 years old,male,Health and Life Sciences,master,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
4,1436,from 32 to 38 years old,others in addition to female or male,Humanities and Arts,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
4,1437,from 25 to 31 years old,female,Business and Economics,master,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
4,1438,from 25 to 31 years old,female,Natural Sciences,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
4,1439,from 32 to 38 years old,others in addition to female or male,Natural Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
4,1440,from 25 to 31 years old,male,Natural Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
4,1441,larger than 39 years old,male,Engineering and Technology,master,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
4,1442,from 18 to 24 years old,others in addition to female or male,Social Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
4,1443,from 18 to 24 years old,female,Health and Life Sciences,master,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
4,1444,larger than 39 years old,others in addition to female or male,Social Sciences,master,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
